    860 -16340    614
    888 -16334    636
    844 -16328    648
    882 -16378    608
    860 -16346    616
    856 -16370    624
    880 -16322    592
    886 -16354    636
    848 -16332    612
    866 -16348    646
    840 -16342    654
    832 -16324    604
    848 -16320    624
    874 -16348    640
    906 -16352    592
    826 -16334    630
    860 -16342    618
    854 -16330    618
    828 -16352    624
    864 -16370    574
    856 -16316    630
    848 -16328    632
    888 -16338    582
    846 -16320    598
    870 -16358    572
    850 -16350    570
    842 -16336    640
    874 -16350    572
    848 -16346    586
    852 -16322    594
    878 -16352    600
    870 -16362    620
    870 -16320    582
    832 -16344    616
    872 -16354    590
    856 -16356    608
    868 -16356    644
    856 -16368    590
    844 -16384    592
    880 -16348    600
    874 -16354    616
    842 -16328    624
    836 -16346    602
    862 -16346    610
    872 -16336    612
    852 -16330    632
    866 -16328    598
    874 -16318    624
    880 -16330    616
    846 -16364    594
    878 -16340    628
    850 -16350    606
    860 -16352    640
    868 -16342    586
    852 -16362    586
    904 -16294    632
    864 -16336    594
    888 -16356    550
    862 -16346    626
    840 -16358    656
    900 -16326    596
    868 -16326    582
    864 -16358    620
    852 -16330    666
    862 -16358    560
    860 -16366    640
    882 -16362    612
    864 -16368    646
    888 -16334    638
    874 -16366    650
    862 -16354    574
    884 -16316    604
    846 -16360    612
    888 -16336    638
    886 -16334    638
    854 -16356    624
    844 -16346    610
    862 -16352    660
    878 -16328    598
    862 -16334    604
    844 -16342    590
    862 -16352    650
    860 -16362    590
    874 -16362    598
    836 -16316    594
    850 -16354    566
    836 -16352    588
    854 -16332    654
    874 -16364    560
    828 -16348    628
    870 -16316    634
    840 -16336    582
    850 -16334    600
    864 -16366    594
    860 -16380    626
    830 -16318    602
    858 -16374    616
    822 -16350    546
    848 -16336    566
    862 -16336    556
    858 -16302    682
    838 -16326    622
    858 -16336    610
    876 -16330    600
    848 -16376    560
    882 -16326    614
    886 -16360    614
    880 -16356    588
    878 -16324    580
    872 -16320    634
    880 -16370    576
    868 -16356    650
    844 -16358    622
    880 -16340    604
    882 -16330    604
    796 -16354    628
    832 -16342    648
    848 -16368    592
    852 -16380    570
    838 -16352    612
    842 -16356    562
    854 -16350    586
    850 -16298    610
    872 -16358    660
    834 -16342    608
    824 -16326    662
    888 -16354    584
    856 -16356    628
    874 -16372    606
    866 -16344    636
    848 -16298    608
    870 -16344    578
    878 -16344    596
    860 -16358    564
    854 -16364    584
    856 -16326    610
    844 -16390    564
    842 -16350    550
    848 -16330    606
    850 -16324    562
    850 -16324    552
    866 -16340    560
    856 -16336    646
    874 -16354    604
    864 -16358    604
    868 -16332    590
    834 -16330    604
    850 -16336    570
    866 -16362    626
    842 -16342    586
    830 -16338    638
    860 -16374    634
    842 -16340    628
    846 -16346    584
    876 -16328    618
    898 -16356    628
    886 -16312    606
    846 -16354    574
    884 -16364    628
    864 -16360    598
    870 -16344    620
    862 -16338    620
    866 -16364    666
    872 -16344    612
    882 -16392    602
    850 -16328    610
    876 -16314    590
    866 -16320    588
    828 -16368    604
    858 -16344    606
    840 -16330    616
    864 -16328    612
    856 -16358    602
    828 -16330    590
    846 -16368    586
    878 -16306    582
    854 -16332    626
    872 -16358    548
    878 -16330    608
    880 -16330    604
    832 -16332    594
    842 -16336    636
    836 -16340    636
    890 -16316    656
    856 -16352    600
    866 -16360    624
    880 -16306    594
    870 -16386    590
    870 -16340    570
    874 -16338    636
    870 -16334    560
    884 -16332    630
    856 -16338    614
    856 -16346    618
    866 -16348    626
    852 -16380    584
    870 -16338    610
    872 -16354    648
    878 -16356    612
    888 -16338    620
    862 -16372    624
    858 -16344    602
    866 -16340    632
    854 -16372    632
    874 -16352    564
    818 -16348    616
    880 -16348    598
    882 -16330    616
    888 -16374    594
    860 -16352    590
    856 -16312    618
    874 -16328    604
    862 -16362    604
    856 -16352    644
    858 -16334    566
    854 -16316    588
    854 -16342    584
    878 -16364    574
    866 -16352    600
    862 -16348    556
    888 -16368    620
    838 -16338    616
    852 -16350    610
    880 -16306    610
    850 -16362    604
    876 -16350    588
    826 -16334    604
    864 -16336    570
    844 -16306    612
    874 -16350    616
    824 -16330    592
    864 -16352    578
    824 -16376    558
    866 -16354    648
    866 -16340    622
    876 -16352    616
    880 -16326    584
    876 -16372    588
    866 -16372    626
    850 -16340    572
    854 -16350    598
    848 -16358    646
    846 -16334    596
    866 -16374    618
    872 -16354    628
    872 -16334    652
    836 -16368    610
    842 -16344    618
    856 -16342    624
    862 -16372    618
    816 -16348    644
    848 -16356    586
    860 -16354    632
    876 -16346    614
    878 -16332    598
    864 -16326    648
    858 -16362    594
    866 -16340    680
    880 -16346    590
    864 -16380    586
    816 -16352    620
    860 -16350    652
    850 -16370    568
    836 -16336    626
    848 -16370    638
    846 -16362    614
    844 -16306    616
    856 -16348    614
    826 -16332    578
    870 -16300    630
    868 -16334    610
    866 -16340    636
    846 -16340    578
    878 -16342    576
    874 -16328    626
    870 -16364    604
    852 -16350    580
    856 -16346    606
    880 -16340    584
    832 -16332    612
    876 -16338    600
    850 -16350    614
    868 -16336    604
    876 -16352    622
    868 -16368    642
    868 -16326    642
    874 -16346    598
    886 -16330    594
    870 -16350    600
    870 -16320    614
    878 -16362    612
    854 -16366    588
    858 -16350    606
    870 -16350    608
    914 -16336    622
    836 -16336    618
    864 -16362    638
    850 -16346    622
    862 -16344    600
    866 -16354    546
    894 -16332    652
    856 -16348    614
    888 -16366    584
    892 -16350    604
    886 -16374    596
    876 -16382    604
    858 -16306    624
    858 -16334    592
    916 -16354    600
    886 -16346    592
    846 -16352    558
    834 -16366    636
    844 -16340    636
    854 -16340    628
    900 -16368    592
    880 -16358    660
    886 -16356    624
    860 -16332    654
    844 -16342    590
    864 -16340    612
    870 -16348    614
    874 -16342    628
    846 -16350    608
    850 -16376    594
    870 -16342    572
    866 -16338    612
    852 -16372    580
    872 -16348    588
    856 -16336    642
    828 -16346    602
    868 -16334    622
    854 -16326    592
    854 -16354    628
    866 -16334    638
    828 -16340    546
    868 -16302    554
    844 -16342    586
    864 -16354    582
    870 -16316    632
    868 -16344    596
    892 -16350    626
    872 -16344    594
    870 -16354    588
    868 -16348    596
    870 -16354    624
    846 -16362    572
    878 -16324    600
    862 -16372    592
    870 -16350    616
    882 -16330    618
    888 -16368    582
    834 -16342    624
    846 -16332    626
    846 -16354    612
    866 -16336    602
    886 -16332    624
    872 -16348    624
    848 -16340    636
    830 -16354    598
    884 -16314    636
    910 -16340    586
    880 -16330    640
    868 -16342    656
    896 -16346    602
    866 -16324    578
    842 -16328    606
    880 -16358    620
    886 -16342    640
    866 -16342    610
    848 -16362    616
    852 -16330    636
    860 -16370    610
    832 -16330    574
    824 -16354    588
    840 -16372    606
    826 -16334    614
    854 -16348    598
    884 -16358    648
    874 -16322    584
    844 -16354    580
    890 -16338    620
    832 -16334    598
    854 -16348    596
    872 -16346    580
    872 -16332    574
    848 -16336    606
    844 -16314    618
    888 -16366    592
    910 -16348    604
    888 -16354    590
    848 -16376    566
    854 -16316    630
    864 -16342    564
    856 -16380    594
    876 -16336    592
    852 -16348    612
    864 -16362    630
    848 -16330    650
    864 -16360    596
    886 -16330    642
    854 -16336    636
    870 -16348    608
    858 -16354    584
    844 -16360    638
    822 -16330    632
    858 -16336    626
    848 -16368    604
    870 -16360    592
    880 -16362    616
    890 -16326    596
    834 -16322    600
    878 -16370    578
    832 -16368    576
    850 -16368    602
    830 -16366    592
    836 -16320    604
    856 -16332    634
    884 -16344    630
    878 -16338    640
    874 -16332    624
    850 -16346    680
    862 -16368    612
    866 -16356    608
    840 -16354    590
    874 -16332    578
    858 -16348    634
    856 -16374    628
    844 -16354    574
    842 -16314    598
    880 -16334    632
    890 -16356    572
    846 -16330    618
    874 -16358    596
    844 -16350    660
    886 -16324    618
    838 -16324    632
    840 -16364    556
    840 -16332    580
    844 -16364    618
    888 -16330    592
    878 -16368    648
    866 -16338    588
    874 -16380    664
    892 -16358    620
    856 -16374    646
    832 -16338    608
    852 -16346    608
    860 -16330    636
    846 -16384    608
    880 -16320    604
    872 -16310    596
    860 -16354    594
    852 -16342    618
    866 -16338    630
    860 -16358    580
    858 -16344    628
    838 -16354    630
    856 -16346    668
    860 -16350    602
    864 -16360    590
    864 -16360    638
    886 -16330    608
    868 -16338    622
    854 -16370    642
    878 -16376    618
    864 -16378    628
    850 -16318    608
    834 -16378    636
    836 -16342    572
    836 -16334    626
    822 -16346    574
    850 -16328    632
    850 -16320    588
    850 -16340    602
    874 -16322    706
    858 -16352    606
    874 -16322    612
    842 -16340    642
    860 -16360    612
    834 -16334    584
    852 -16352    600
    874 -16344    604
    856 -16370    590
    840 -16348    598
    858 -16342    630
    862 -16354    602
    872 -16356    600
    858 -16362    604
    876 -16334    526
    876 -16336    592
    848 -16326    618
    872 -16344    616
    836 -16364    624
    878 -16340    566
    836 -16348    586
    846 -16334    610
    862 -16340    610
    870 -16358    570
    888 -16330    598
    892 -16356    586
    886 -16318    632
    902 -16326    586
    874 -16362    578
    888 -16338    610
    866 -16354    600
    844 -16362    572
    852 -16320    598
    866 -16352    588
    864 -16370    622
    864 -16360    618
    850 -16354    554
    872 -16328    618
    836 -16360    626
    864 -16358    620
    870 -16324    656
    862 -16350    570
    854 -16372    578
    862 -16332    670
    872 -16370    642
    878 -16372    650
    896 -16354    596
    862 -16348    608
    894 -16334    596
    870 -16344    574
    866 -16326    616
    890 -16320    568
    842 -16350    558
    850 -16326    642
    860 -16366    644
    838 -16364    612
    876 -16334    642
    856 -16352    580
    860 -16362    600
    878 -16356    600
    878 -16364    576
    880 -16340    604
    848 -16332    598
    880 -16342    618
    860 -16332    618
    852 -16356    602
    864 -16354    646
    886 -16340    606
    864 -16346    602
    842 -16322    584
    850 -16368    594
    864 -16336    622
    860 -16344    612
    822 -16352    616
    856 -16348    656
    884 -16344    614
    880 -16376    592
    862 -16340    614
    842 -16358    638
    870 -16388    574
    882 -16330    576
    852 -16342    600
    868 -16332    656
    848 -16348    576
    874 -16364    604
    876 -16388    616
    858 -16344    626
    854 -16346    614
    848 -16332    622
    876 -16354    600
    880 -16348    634
    848 -16314    646
    834 -16356    624
    842 -16356    592
    866 -16358    586
    872 -16350    608
    876 -16310    578
    846 -16348    618
    850 -16336    576
    850 -16356    648
    872 -16348    564
    900 -16348    652
    862 -16344    624
    826 -16340    570
    838 -16338    598
    876 -16320    600
    854 -16338    598
    872 -16324    674
    838 -16378    596
    876 -16322    616
    832 -16330    596
    874 -16356    596
    890 -16334    620
    850 -16328    628
    858 -16342    592
    864 -16318    624
    880 -16336    650
    854 -16348    586
    874 -16354    600
    842 -16376    614
    898 -16382    650
    854 -16378    576
    874 -16334    590
    870 -16344    658
    872 -16336    602
    874 -16332    616
    862 -16322    620
    896 -16344    614
    866 -16358    618
    862 -16330    570
    880 -16340    588
    860 -16352    572
    864 -16360    642
    870 -16346    632
    868 -16316    558
    868 -16358    624
    862 -16356    582
    884 -16366    616
    844 -16332    634
    856 -16340    598
    840 -16344    580
    846 -16352    618
    860 -16356    640
    860 -16336    606
    888 -16316    598
    836 -16364    594
    850 -16336    642
    914 -16326    602
    866 -16340    578
    830 -16362    592
    828 -16364    602
    826 -16374    600
    858 -16320    574
    838 -16342    604
    848 -16362    594
    862 -16300    608
    830 -16352    574
    874 -16358    554
    876 -16348    572
    862 -16354    636
    840 -16322    582
    842 -16368    608
    858 -16348    616
    864 -16308    680
    884 -16342    590
    844 -16328    560
    858 -16338    630
    842 -16362    600
    878 -16326    608
    850 -16322    662
    846 -16384    588
    892 -16362    560
    882 -16348    616
    848 -16346    626
    858 -16366    582
    874 -16344    572
    846 -16352    628
    852 -16330    578
    888 -16368    616
    830 -16340    564
    836 -16332    658
    842 -16334    624
    826 -16326    578
    872 -16378    622
    850 -16310    658
    876 -16326    574
    848 -16330    592
    850 -16322    610
    854 -16350    588
    820 -16326    586
    858 -16338    622
    864 -16348    584
    850 -16346    572
    906 -16338    612
    886 -16368    564
    844 -16320    618
    830 -16340    634
    868 -16344    604
    852 -16318    626
    834 -16350    592
    816 -16328    598
    890 -16322    616
    854 -16338    600
    864 -16334    606
    836 -16360    616
    844 -16348    624
    874 -16318    630
    894 -16354    642
    856 -16342    582
    864 -16362    616
    892 -16358    582
    854 -16336    624
    848 -16324    616
    868 -16342    598
    882 -16354    604
    870 -16326    550
    870 -16324    590
    856 -16330    622
    864 -16340    610
    846 -16310    622
    886 -16340    550
    860 -16350    598
    858 -16352    608
    840 -16396    620
    870 -16338    654
    848 -16362    590
    846 -16354    544
    886 -16322    622
    876 -16352    562
    870 -16362    628
    880 -16318    646
    882 -16354    598
    840 -16350    572
    868 -16356    592
    856 -16336    552
    862 -16332    606
    860 -16364    600
    856 -16358    558
    888 -16328    620
    878 -16326    584
    890 -16354    616
    856 -16350    580
    856 -16344    642
    880 -16336    656
    858 -16350    610
    862 -16372    642
    872 -16366    598
    878 -16356    618
    856 -16354    594
    892 -16346    596
    878 -16346    608
    870 -16322    656
    854 -16342    640
    850 -16348    572
    852 -16342    668
    858 -16358    578
    850 -16362    606
    886 -16360    608
    866 -16350    580
    828 -16324    590
    858 -16346    608
    840 -16314    618
    854 -16338    594
    896 -16346    620
    844 -16368    590
    832 -16344    582
    844 -16364    596
    846 -16342    664
    860 -16346    616
    868 -16332    656
    858 -16344    664
    838 -16350    632
    832 -16340    624
    852 -16344    624
    872 -16344    644
    862 -16360    602
    850 -16354    604
    864 -16338    622
    846 -16336    602
    888 -16348    624
    864 -16332    604
    852 -16346    614
    884 -16328    572
    856 -16350    608
    846 -16350    624
    874 -16342    614
    868 -16334    604
    876 -16374    644
    876 -16332    628
    884 -16344    566
    874 -16358    574
    880 -16344    612
    878 -16344    562
    860 -16312    608
    840 -16326    612
    848 -16342    580
    856 -16344    608
    870 -16314    598
    860 -16332    622
    852 -16340    612
    836 -16350    600
    872 -16344    560
    848 -16354    642
    882 -16374    636
    912 -16324    638
    846 -16326    628
    864 -16376    614
    862 -16346    636
    842 -16346    630
    850 -16332    580
    862 -16362    616
    880 -16328    592
    846 -16338    646
    886 -16354    630
    900 -16364    588
    868 -16326    602
    868 -16334    586
    838 -16338    602
    848 -16358    602
    900 -16310    578
    844 -16390    636
