    322  15624    632
    772  16136    520
    850  16190    568
    860  16196    596
    866  16206    576
    858  16170    544
    882  16164    530
    836  16208    536
    806  16170    546
    864  16180    594
    848  16190    548
    888  16210    548
    864  16206    592
    866  16172    596
    842  16180    490
    848  16184    576
    826  16198    556
    836  16208    562
    850  16190    542
    848  16162    578
    844  16158    584
    834  16202    526
    864  16150    582
    880  16206    560
    894  16168    582
    858  16182    542
    858  16186    628
    828  16202    606
    862  16182    564
    828  16202    544
    848  16198    564
    822  16202    566
    818  16178    526
    866  16184    534
    846  16158    540
    838  16208    568
    868  16188    558
    852  16164    566
    830  16192    520
    856  16208    562
    860  16168    554
    856  16166    556
    876  16178    538
    834  16174    558
    850  16182    570
    846  16174    588
    838  16138    500
    876  16188    504
    848  16212    572
    850  16182    578
    806  16182    584
    868  16216    584
    828  16174    622
    868  16186    574
    846  16196    546
    852  16190    584
    838  16168    586
    814  16198    596
    872  16184    528
    854  16174    586
    866  16194    548
    816  16194    536
    840  16208    534
    858  16202    524
    838  16204    564
    856  16184    586
    828  16192    496
    830  16170    556
    854  16212    522
    866  16188    560
    856  16176    528
    862  16182    584
    860  16196    516
    872  16204    540
    864  16196    612
    830  16182    560
    842  16190    550
    854  16178    554
    824  16186    530
    874  16204    580
    874  16154    582
    854  16200    564
    848  16180    500
    846  16196    562
    848  16184    530
    832  16162    554
    870  16170    632
    884  16208    558
    852  16162    534
    868  16170    554
    844  16198    564
    858  16180    592
    856  16194    574
    842  16200    596
    852  16206    482
    840  16210    582
    878  16190    512
    860  16174    526
    870  16180    508
    822  16164    562
    868  16190    570
    872  16172    554
    844  16188    542
    842  16190    578
    872  16182    584
    834  16192    568
    862  16204    526
    860  16192    536
    858  16168    576
    840  16188    560
    848  16158    532
    852  16192    626
    836  16196    578
    844  16198    584
    834  16172    584
    858  16180    570
    844  16196    570
    846  16172    554
    868  16180    554
    858  16194    582
    858  16188    512
    826  16232    548
    840  16182    590
    850  16166    570
    848  16214    574
    856  16170    562
    874  16188    556
    832  16214    572
    854  16198    574
    878  16198    580
    850  16170    574
    854  16160    564
    844  16182    542
    882  16176    560
    880  16170    538
    856  16186    574
    842  16176    572
    844  16198    604
    882  16194    548
    840  16196    560
    826  16188    562
    828  16190    546
    848  16164    582
    848  16180    544
    864  16188    552
    858  16198    570
    850  16150    574
    840  16208    532
    820  16224    514
    848  16206    556
    876  16190    526
    848  16182    568
    856  16190    534
    900  16200    600
    828  16176    564
    792  16212    594
    826  16210    568
    842  16160    560
    862  16186    572
    822  16164    558
    866  16170    532
    826  16198    572
    844  16190    564
    842  16186    552
    848  16178    524
    866  16212    618
    852  16194    604
    836  16196    592
    876  16186    540
    836  16174    538
    858  16178    568
    848  16184    540
    832  16200    568
    840  16182    598
    842  16172    540
    856  16194    574
    824  16182    554
    824  16174    514
    812  16188    528
    842  16192    550
    832  16190    592
    856  16212    586
    846  16200    570
    850  16192    568
    882  16168    554
    864  16188    540
    872  16188    540
    830  16198    516
    814  16186    556
    836  16170    532
    880  16198    540
    880  16210    598
    846  16200    574
    866  16188    574
    830  16182    548
    868  16172    556
    848  16172    588
    856  16164    586
    834  16166    612
    868  16200    604
    870  16166    564
    858  16200    534
    842  16204    540
    868  16168    556
    862  16172    554
    890  16168    486
    850  16196    552
    846  16182    544
    866  16220    550
    830  16214    572
    824  16168    598
    836  16202    528
    840  16214    548
    804  16158    540
    866  16204    572
    848  16204    532
    836  16202    580
    874  16194    528
    870  16200    496
    878  16186    544
    860  16200    530
    858  16166    530
    840  16170    528
    864  16214    496
    886  16192    556
    864  16194    548
    860  16178    558
    864  16210    522
    828  16168    536
    856  16198    582
    852  16180    530
    850  16196    548
    864  16160    562
    832  16216    522
    848  16204    600
    830  16192    614
    860  16182    552
    838  16186    556
    856  16184    526
    864  16188    552
    864  16226    544
    886  16188    576
    850  16180    544
    844  16166    548
    870  16184    578
    844  16196    576
    862  16212    562
    866  16190    552
    844  16180    612
    836  16168    564
    844  16184    562
    844  16192    504
    882  16202    548
    844  16210    576
    838  16210    574
    848  16180    548
    870  16194    564
    886  16182    558
    866  16194    560
    846  16204    554
    838  16188    546
    860  16144    546
    864  16190    610
    844  16206    588
    822  16186    536
    864  16214    540
    862  16210    526
    842  16216    526
    872  16192    550
    852  16212    540
    840  16164    576
    856  16174    542
    850  16194    556
    844  16172    580
    840  16178    584
    840  16206    544
    852  16206    524
    846  16170    576
    870  16192    574
    854  16176    486
    870  16168    558
    848  16182    602
    836  16194    550
    834  16188    554
    846  16192    606
    876  16214    592
    860  16170    602
    870  16194    538
    852  16222    528
    840  16208    550
    856  16184    568
    856  16192    526
    876  16188    566
    858  16202    568
    864  16184    552
    884  16192    482
    864  16158    510
    850  16182    540
    832  16190    546
    818  16168    568
    824  16194    568
    860  16184    558
    860  16216    570
    844  16186    574
    838  16198    548
    856  16166    562
    866  16174    586
    868  16192    580
    850  16204    558
    854  16166    558
    838  16186    544
    846  16178    546
    856  16210    572
    840  16222    514
    888  16194    572
    852  16190    580
    866  16190    550
    842  16224    526
    854  16196    564
    846  16200    518
    830  16194    542
    854  16208    584
    848  16192    566
    860  16174    588
    870  16192    566
    818  16156    544
    862  16190    520
    864  16216    524
    846  16186    542
    842  16224    538
    854  16208    562
    830  16196    556
    860  16186    534
    856  16218    564
    826  16156    540
    826  16192    584
    850  16194    570
    848  16208    558
    832  16214    586
    866  16208    574
