    686   -246  17178
    662   -260  17114
    660   -252  17158
    668   -250  17232
    670   -276  17174
    622   -262  17152
    650   -266  17164
    690   -278  17236
    674   -268  17170
    668   -290  17184
    654   -282  17172
    688   -274  17140
    634   -248  17174
    648   -266  17178
    684   -254  17186
    670   -258  17146
    640   -272  17188
    652   -272  17202
    714   -302  17160
    664   -256  17154
    664   -270  17132
    636   -260  17144
    660   -282  17164
    654   -282  17206
    692   -244  17170
    666   -254  17198
    668   -274  17168
    702   -284  17156
    684   -280  17164
    678   -292  17160
    678   -270  17198
    674   -260  17160
    648   -278  17154
    714   -248  17168
    688   -242  17184
    688   -258  17180
    664   -256  17176
    672   -246  17202
    638   -256  17178
    646   -294  17118
    610   -274  17182
    648   -276  17190
    664   -264  17174
    688   -264  17168
    692   -284  17148
    672   -252  17138
    666   -292  17164
    646   -274  17150
    672   -268  17110
    638   -280  17164
    670   -296  17222
    712   -294  17174
    658   -258  17174
    722   -238  17144
    660   -264  17154
    644   -260  17202
    668   -270  17192
    648   -280  17146
    668   -262  17148
    670   -270  17140
    692   -294  17164
    666   -294  17130
    696   -266  17210
    684   -276  17144
    684   -270  17116
    656   -294  17162
    652   -274  17136
    698   -260  17160
    672   -294  17156
    678   -274  17126
    714   -238  17186
    694   -290  17156
    640   -280  17162
    658   -278  17168
    686   -250  17164
    652   -312  17138
    654   -278  17192
    660   -284  17154
    682   -260  17186
    666   -242  17166
    638   -298  17130
    678   -276  17178
    696   -276  17188
    710   -304  17174
    664   -288  17148
    654   -268  17160
    650   -242  17180
    680   -260  17154
    708   -262  17216
    700   -262  17158
    656   -248  17172
    650   -274  17154
    652   -264  17136
    678   -268  17154
    706   -296  17210
    674   -246  17204
    650   -240  17132
    666   -276  17146
    692   -286  17196
    706   -270  17130
    680   -270  17200
    686   -252  17182
    674   -274  17186
    690   -290  17160
    660   -288  17172
    658   -262  17168
    650   -230  17164
    684   -254  17160
    666   -284  17128
    672   -262  17144
    660   -250  17116
    652   -254  17208
    664   -254  17164
    674   -288  17142
    724   -286  17146
    654   -286  17148
    668   -260  17168
    672   -280  17166
    660   -276  17136
    668   -246  17142
    698   -268  17208
    708   -272  17194
    644   -274  17114
    650   -272  17128
    686   -282  17186
    670   -274  17190
    682   -256  17118
    678   -254  17166
    682   -268  17206
    664   -276  17124
    690   -260  17136
    656   -256  17138
    678   -246  17122
    668   -292  17150
    636   -256  17148
    676   -250  17152
    646   -248  17178
    668   -284  17178
    662   -288  17152
    654   -296  17142
    680   -276  17160
    694   -300  17164
    666   -262  17172
    648   -244  17188
    682   -260  17168
    616   -260  17160
    654   -248  17198
    668   -272  17168
    654   -288  17160
    674   -278  17162
    664   -266  17122
    682   -272  17184
    690   -260  17128
    684   -270  17130
    640   -266  17126
    646   -266  17180
    668   -268  17170
    668   -254  17148
    694   -284  17096
    678   -264  17152
    666   -248  17186
    634   -250  17118
    698   -256  17154
    696   -272  17154
    692   -274  17162
    666   -264  17130
    668   -288  17138
    692   -296  17196
    682   -296  17198
    688   -258  17206
    718   -262  17162
    714   -284  17202
    694   -274  17190
    674   -262  17178
    670   -278  17164
    676   -248  17124
    644   -278  17162
    696   -242  17184
    668   -274  17170
    626   -264  17170
    672   -238  17172
    660   -292  17160
    660   -302  17176
    678   -274  17170
    674   -270  17160
    642   -230  17174
    682   -274  17194
    682   -254  17134
    664   -278  17156
    658   -270  17154
    668   -260  17174
    696   -262  17156
    664   -272  17168
    674   -268  17154
    656   -258  17224
    680   -272  17142
    644   -274  17144
    648   -264  17148
    692   -288  17196
