-2.846000000000000000e+03,-1.320000000000000000e+02,1.666400000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223018546944e+18
-2.856000000000000000e+03,-1.260000000000000000e+02,1.661200000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223038509312e+18
-2.854000000000000000e+03,-1.160000000000000000e+02,1.666400000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223058474240e+18
-2.882000000000000000e+03,-1.160000000000000000e+02,1.666600000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.800000000000000000e+01,1.653060223078439424e+18
-2.836000000000000000e+03,-1.400000000000000000e+02,1.669600000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223098407680e+18
-2.798000000000000000e+03,-1.160000000000000000e+02,1.666200000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223118372352e+18
-2.864000000000000000e+03,-1.300000000000000000e+02,1.665200000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.800000000000000000e+01,1.653060223138338304e+18
-2.866000000000000000e+03,-1.160000000000000000e+02,1.666000000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223158305536e+18
-2.814000000000000000e+03,-1.200000000000000000e+02,1.665400000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.800000000000000000e+01,1.653060223178270720e+18
-2.818000000000000000e+03,-1.260000000000000000e+02,1.664000000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223198237184e+18
-2.828000000000000000e+03,-1.220000000000000000e+02,1.668400000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223218202624e+18
-2.852000000000000000e+03,-9.200000000000000000e+01,1.669400000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223238183680e+18
-2.858000000000000000e+03,-1.200000000000000000e+02,1.663800000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223258140672e+18
-2.858000000000000000e+03,-9.800000000000000000e+01,1.662800000000000000e+04,-1.800000000000000000e+01,7.000000000000000000e+01,2.800000000000000000e+01,1.653060223278106368e+18
-2.880000000000000000e+03,-1.160000000000000000e+02,1.661800000000000000e+04,-1.800000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223298074880e+18
-2.848000000000000000e+03,-8.400000000000000000e+01,1.666800000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223318038016e+18
-2.844000000000000000e+03,-1.260000000000000000e+02,1.668200000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223338003968e+18
-2.830000000000000000e+03,-1.380000000000000000e+02,1.663000000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223357968640e+18
-2.850000000000000000e+03,-1.260000000000000000e+02,1.660800000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,1.653060223377934592e+18
-2.840000000000000000e+03,-1.240000000000000000e+02,1.668200000000000000e+04,-1.700000000000000000e+01,7.000000000000000000e+01,2.700000000000000000e+01,1.653060223397903872e+18
-2.828000000000000000e+03,-1.180000000000000000e+02,1.665400000000000000e+04,-1.800000000000000000e+01,6.900000000000000000e+01,2.800000000000000000e+01,1.653060223417868800e+18
-2.814000000000000000e+03,-1.280000000000000000e+02,1.668400000000000000e+04,-1.700000000000000000e+01,6.900000000000000000e+01,2.800000000000000000e+01,1.653060223437837056e+18
