   1110    -12 -15918
   1108    -20 -15962
   1062    -52 -15952
   1106    -82 -15970
   1114    -42 -15930
   1168    -76 -15900
   1120    -60 -15932
   1096    -42 -15954
   1124    -46 -15924
   1104    -62 -15948
   1132    -58 -15972
   1108    -70 -15978
   1110    -72 -15992
   1118    -48 -15916
   1138    -66 -15968
   1110    -60 -15894
   1106    -44 -16008
   1090    -68 -15906
   1096    -32 -16008
   1088    -62 -15920
   1088    -48 -15976
   1122    -48 -15902
   1106    -34 -16000
   1126    -34 -15902
   1104    -58 -16018
   1092    -52 -15924
   1130    -40 -16030
   1084    -34 -15968
   1134    -24 -15976
   1082    -48 -15938
   1134    -62 -16010
   1118    -36 -15902
   1122    -64 -15968
   1056    -48 -15918
   1110    -40 -16004
   1106    -44 -15938
   1146    -66 -16008
   1096    -36 -15934
   1100    -54 -15994
   1090    -10 -15908
   1134    -46 -16004
   1082    -66 -15914
   1114    -42 -15970
   1124    -30 -15906
   1116    -38 -16014
   1118    -38 -15876
   1134    -64 -16008
   1076    -68 -15930
   1092    -52 -16014
   1100    -50 -15962
   1124    -68 -15972
   1094    -42 -15890
   1130    -52 -15994
   1086    -30 -15934
   1102    -74 -15960
   1090    -22 -15968
   1126    -60 -15992
   1096    -80 -15912
   1114    -62 -15922
   1124    -42 -15888
   1118    -62 -16032
   1110    -46 -15958
   1092    -60 -15968
   1116    -80 -15918
   1128    -44 -15958
   1094    -50 -15974
   1114    -42 -15976
   1140    -54 -15950
   1106    -62 -15978
   1104    -24 -15952
   1092    -34 -15984
   1126    -38 -15970
   1090    -62 -15974
   1106    -26 -15958
   1080    -54 -15976
   1078    -32 -15954
   1126    -64 -15998
   1106    -52 -15940
   1112    -68 -15928
   1158    -44 -15940
   1106    -50 -15952
   1112    -36 -15950
   1126    -36 -15950
   1080    -54 -15982
   1136    -80 -15952
   1098    -42 -15964
   1108    -52 -15930
   1128    -46 -15954
   1096    -36 -15892
   1094    -68 -15946
   1112    -70 -15942
   1108    -26 -15920
   1120    -82 -15958
   1104    -52 -15936
   1100    -56 -15896
   1128    -62 -15986
   1108    -30 -15946
   1118    -60 -15958
   1106    -38 -15992
   1102    -58 -15972
   1092    -52 -15906
   1090    -64 -15976
   1092    -64 -15888
   1110    -60 -15978
   1080    -50 -15930
   1146    -40 -15920
   1082    -44 -15934
   1114    -44 -15942
   1152    -50 -15952
   1134    -44 -15968
   1114    -52 -15950
   1100    -52 -15948
   1092    -50 -15944
   1104    -42 -15974
   1130    -88 -15948
   1146    -56 -15960
   1118    -50 -15908
   1134    -32 -15942
   1094    -54 -15950
   1098    -72 -15974
   1134    -50 -15966
   1110    -52 -15964
   1116    -52 -15924
   1098    -52 -15946
   1094    -48 -15974
   1118    -58 -15972
   1122    -74 -15942
   1110    -50 -15924
   1108    -80 -15956
   1088    -24 -15924
   1102    -38 -16046
   1112    -46 -15964
   1106    -38 -15962
   1084    -54 -15936
   1118    -62 -16008
   1138    -36 -15988
   1122    -56 -16040
   1100    -58 -15988
   1090    -22 -15926
   1096    -58 -15906
   1106    -80 -15950
   1128    -44 -15968
   1100    -40 -15964
   1080    -34 -15930
   1088    -60 -15952
   1146    -80 -15932
   1124    -70 -15946
   1116    -70 -15978
   1078    -58 -16012
   1126    -50 -15962
   1106    -60 -15924
   1114    -50 -15942
   1110    -42 -15932
   1124    -18 -15960
   1078    -74 -15994
   1122    -56 -15972
   1146    -74 -15966
   1106    -62 -15936
   1086    -26 -15926
   1106    -42 -15990
   1102    -52 -15920
   1134    -32 -15978
   1110    -56 -15908
   1122    -38 -15936
   1132    -34 -15950
   1116    -54 -15980
   1114    -34 -15980
   1090    -58 -15974
   1124    -62 -16002
   1146    -34 -15942
   1142    -52 -15938
   1092    -42 -15970
   1138    -30 -15980
   1096    -40 -15920
   1082    -68 -15976
   1130    -60 -15946
   1094    -74 -15952
   1114    -58 -15946
   1124    -56 -15950
   1128    -54 -15954
   1138    -68 -15920
   1114    -20 -15926
   1180    -54 -15992
   1116    -70 -15958
   1136    -62 -15990
   1116    -48 -15972
   1104    -64 -15962
   1128    -84 -15980
   1096    -32 -15966
   1126    -30 -15982
   1110    -42 -15926
   1114    -66 -15920
   1088    -34 -15970
   1118    -52 -15962
   1110    -14 -15996
   1106    -52 -15914
   1046    -80 -15990
   1102    -38 -15930
   1110    -58 -15954
   1092    -22 -16024
   1110    -68 -15992
   1114    -70 -15966
   1092    -46 -15964
   1090    -48 -15912
   1120    -80 -15934
   1128    -48 -15914
   1128    -52 -15922
   1132    -60 -15970
   1086    -70 -15950
   1116    -38 -15976
   1102    -52 -15958
   1146    -28 -16006
   1116    -54 -15958
   1116    -58 -15964
   1116    -84 -15968
   1126    -58 -16024
   1124    -56 -15950
   1112    -58 -15958
   1122    -68 -15974
   1118    -54 -15944
   1088    -48 -15960
   1124    -52 -15942
   1140    -70 -15956
   1134    -52 -15960
   1122    -86 -15934
   1120    -60 -15932
   1108    -48 -15900
   1126    -50 -15926
   1128    -44 -15962
   1122    -80 -15924
   1126    -48 -15976
   1088    -76 -16002
   1092    -48 -15970
   1098    -56 -15984
   1106    -32 -15980
   1116    -36 -15948
   1130    -66 -15982
   1110    -62 -15966
   1100    -58 -15954
   1116    -52 -16000
   1128    -50 -15958
   1124   -100 -15936
   1110    -26 -15936
   1128    -30 -15994
   1122    -42 -15938
   1110    -52 -16012
   1086    -32 -15970
   1126    -58 -15996
   1106    -48 -15910
   1088    -52 -15962
   1108    -88 -15956
   1126    -64 -15954
   1118    -58 -15928
   1142    -28 -15922
   1086    -46 -15886
   1110    -44 -15978
   1134    -40 -15912
   1110    -38 -15952
   1124    -28 -15934
   1114    -88 -15944
   1090    -32 -15928
   1116    -50 -15944
   1102    -62 -15916
   1092    -44 -15974
   1112    -38 -15966
   1104    -62 -15912
   1132    -52 -16002
   1136    -54 -15958
   1122    -26 -15936
   1132    -14 -15944
   1072    -36 -15984
   1098    -82 -15970
   1120    -40 -15960
   1118    -62 -15936
   1080    -56 -15996
   1112    -42 -15948
   1110    -54 -15942
   1120    -32 -15978
   1132    -40 -15952
   1108    -76 -15964
   1134    -60 -15924
   1116    -46 -15972
   1148    -46 -15930
   1114    -16 -15918
   1118    -28 -15926
   1136    -32 -15996
   1110    -58 -15944
   1118    -70 -16000
   1116    -34 -15916
   1118    -94 -15968
   1118    -80 -15894
   1122    -42 -15954
   1120    -48 -15916
   1112    -84 -15916
   1106    -50 -15896
   1104    -70 -15950
   1120    -74 -15946
   1116    -84 -16000
   1090    -32 -15962
   1128    -60 -15962
   1114    -78 -15946
   1102    -42 -16034
   1098    -52 -15934
   1146    -72 -15952
   1122    -50 -15912
   1096    -90 -15964
   1116    -56 -15894
   1128    -56 -15972
   1118    -60 -15960
   1118    -56 -15984
   1108    -84 -15948
   1130    -42 -15972
   1110    -50 -15910
   1080    -58 -15902
   1134    -36 -15946
   1132    -60 -15922
   1130    -60 -15924
   1126    -22 -15886
   1120    -52 -15972
   1146    -60 -15930
   1122    -60 -15900
   1088    -48 -15910
   1122    -30 -15984
   1144    -38 -15928
   1114    -56 -15944
   1112    -50 -15952
   1148    -54 -15908
   1116    -52 -16014
   1120    -18 -15934
   1120    -64 -15930
   1084    -52 -15960
   1102    -16 -15922
   1110    -26 -15994
   1082    -64 -15898
   1140    -50 -15946
   1112    -56 -15970
   1076    -50 -15970
   1130    -52 -15962
   1116    -86 -15944
   1132    -44 -15984
   1122    -50 -16008
   1128    -30 -15958
   1128    -42 -15930
   1136    -34 -15944
   1124    -54 -15974
   1132    -36 -15982
   1110    -60 -15960
   1132    -60 -15926
   1128    -44 -15936
   1122    -14 -15922
   1090    -72 -15938
   1138    -64 -15952
   1112    -34 -15996
   1074    -74 -15922
   1088    -60 -15954
   1110      2 -15952
   1134    -60 -15932
   1082    -78 -15960
   1128    -58 -15966
   1116    -70 -15978
   1114    -46 -15980
   1138    -56 -15946
   1130    -32 -15992
   1102    -60 -15954
   1148    -34 -15942
   1094    -54 -15950
   1106    -34 -15992
   1110    -50 -15988
   1112    -48 -15972
   1124    -42 -15950
   1122    -16 -15938
   1092    -52 -15970
   1116    -36 -15974
   1088    -50 -15968
   1104    -56 -15930
   1106    -76 -15900
   1088    -22 -15940
   1108      0 -15980
   1122    -80 -15954
   1102    -46 -15920
   1092    -24 -15914
   1124    -18 -15980
   1084    -40 -15876
   1090    -50 -15960
   1116   -106 -15954
   1088    -44 -15942
   1082    -18 -15952
   1108    -26 -15968
   1104    -50 -15930
   1110    -34 -15964
   1118    -70 -15994
   1100    -36 -15964
   1112    -60 -15944
   1118    -72 -15972
   1106    -46 -15936
   1110    -24 -16006
   1112    -44 -15948
   1096    -38 -15926
   1100    -46 -15974
   1110    -54 -15974
   1104    -46 -15950
   1110    -36 -15912
   1100    -62 -15974
   1118    -32 -15962
   1142    -36 -15938
   1156    -48 -15958
   1140    -36 -15990
   1098    -44 -15898
   1110    -72 -15956
   1094    -52 -15960
   1096    -68 -16000
   1124    -60 -15962
   1088    -52 -15940
   1118    -26 -15920
   1108    -32 -15962
   1110    -60 -15968
   1080    -76 -15966
   1064    -58 -15998
   1112    -54 -15966
   1108    -56 -15938
   1126    -52 -15922
   1120    -24 -15950
   1126    -26 -15940
   1112    -62 -15980
   1088    -32 -15938
   1124    -46 -15926
   1116    -46 -15948
   1132    -62 -15926
   1142    -42 -15954
   1106    -38 -15930
   1114    -88 -15990
   1126    -28 -15942
   1116    -30 -16000
   1124    -44 -15888
   1092    -78 -16028
   1102    -38 -15946
   1114    -76 -15960
   1098    -42 -15938
   1122    -66 -15972
   1078    -72 -15926
   1104    -60 -16024
   1156    -38 -15948
   1092    -40 -16010
   1114    -46 -15906
   1128    -26 -15970
   1082    -60 -15938
   1110    -38 -15982
   1086    -26 -15926
   1134    -64 -15994
   1132    -56 -15938
   1114    -44 -15982
   1144    -38 -15950
   1140    -60 -16022
   1112    -38 -15932
   1114    -84 -15900
   1106    -38 -15940
   1150    -66 -15904
   1102    -78 -15918
   1122    -54 -15964
   1100    -22 -15968
   1088    -56 -15894
   1130    -58 -16014
   1108    -30 -15938
   1114    -60 -15958
   1112    -38 -15938
   1110    -66 -15986
   1116    -46 -15926
   1128    -44 -15958
   1090    -48 -15958
   1100    -50 -15980
   1076    -34 -15960
   1126    -42 -15972
   1110    -40 -15900
   1128    -42 -15954
   1068    -52 -15966
   1092    -56 -15996
   1114    -58 -15936
   1100    -52 -15976
   1082    -12 -15980
   1118    -70 -15984
   1098    -60 -15928
   1098    -72 -15930
   1122    -70 -15948
   1112    -46 -15996
   1104    -62 -15946
   1166    -36 -15944
   1122    -44 -16012
   1120    -42 -15930
   1110    -58 -15892
   1102    -62 -15956
   1086    -42 -15940
   1114    -44 -15942
   1106    -80 -15950
   1122    -72 -15952
   1114    -48 -15900
   1110    -36 -15942
   1078    -36 -15964
   1144    -42 -15958
   1102    -28 -15916
   1092    -62 -15978
   1148    -46 -15946
   1106    -46 -15932
   1140    -70 -15976
   1130    -20 -15974
   1076    -30 -15962
   1110    -74 -15924
   1128    -44 -15988
   1128    -38 -15924
   1116    -72 -15950
   1106    -62 -15940
   1118    -42 -15988
   1118    -66 -15974
   1130    -32 -15940
   1084    -44 -15958
   1110    -22 -15966
   1124    -52 -16006
   1104    -64 -15912
   1108    -34 -15986
   1098    -28 -15946
   1114    -42 -15932
   1110    -66 -15950
   1102    -58 -15952
   1104    -50 -15952
   1138    -60 -15898
   1116    -28 -15942
   1118    -48 -15928
   1138    -36 -15966
   1112    -48 -15942
   1134    -34 -15950
   1108    -64 -15964
   1118    -46 -15968
   1104    -76 -15994
   1126    -42 -15936
   1122    -56 -15994
   1094    -64 -15916
   1098    -62 -15968
   1126    -34 -15962
   1132    -32 -15998
   1108    -74 -15904
   1164    -58 -15928
   1134    -26 -15960
   1110    -52 -15970
   1112    -38 -16018
   1138    -54 -15920
   1094    -86 -15976
   1126    -60 -15930
   1114    -34 -15956
   1096    -28 -15958
   1134    -30 -16004
   1112    -50 -15956
   1098    -46 -15984
   1132    -66 -15948
   1122    -70 -15918
   1130    -38 -15956
   1098    -74 -15920
   1158    -12 -15958
   1106    -54 -15932
   1130    -58 -15962
   1096    -38 -15960
   1118    -24 -15962
   1068    -46 -15970
   1102    -68 -15970
   1102    -44 -15930
   1152    -26 -15966
   1104    -82 -15932
   1124    -28 -15968
   1110    -24 -15942
   1074    -70 -15986
   1096    -38 -15914
   1132    -54 -15960
   1106    -66 -15928
   1124    -48 -15986
   1126    -14 -15888
   1118    -56 -15960
   1124    -74 -15978
   1134    -56 -15938
   1134    -54 -15950
   1090    -16 -15978
   1094    -50 -16028
   1104    -64 -15968
   1100    -54 -15924
   1124    -44 -15992
   1122    -44 -15982
   1116    -64 -15958
   1086    -46 -15950
   1098    -40 -15934
   1120    -84 -15980
   1090    -38 -15998
   1134    -76 -15948
   1098    -36 -15992
   1108    -70 -15922
   1080    -58 -15930
   1116    -46 -15916
   1096    -54 -15966
   1128    -46 -15954
   1084    -26 -15974
   1118    -40 -15972
   1084    -80 -15978
   1138    -42 -15940
   1148    -50 -15972
   1122    -32 -15934
   1084     -6 -15970
   1090    -22 -15908
   1118    -66 -15956
   1152    -36 -15978
   1118    -42 -15960
   1076    -56 -15926
   1110    -54 -15912
   1112    -36 -15980
   1118    -44 -15962
   1088    -68 -15920
   1118    -74 -15988
   1102    -28 -15850
   1140    -72 -15966
   1104    -64 -15936
   1096    -36 -15994
   1124    -74 -15916
   1108    -72 -15976
   1074    -50 -15932
   1118    -50 -15950
   1124    -38 -15906
   1110    -82 -15944
   1106    -54 -15904
   1118    -66 -15912
   1142    -46 -15926
   1126    -30 -15944
   1072    -54 -15972
   1150    -40 -15936
   1096    -20 -15928
   1122    -40 -15958
   1082    -64 -15962
   1114    -40 -15978
   1106    -70 -15954
   1112    -24 -15964
   1090    -66 -15948
   1082    -70 -16014
   1126    -44 -15958
   1104    -68 -15970
   1106    -44 -15968
   1100    -88 -15988
   1094    -70 -15986
   1086    -54 -15902
   1086    -52 -15932
   1124    -88 -15948
   1104    -36 -15944
   1126    -46 -15948
   1114    -28 -15966
   1132    -62 -15968
   1128    -52 -16000
   1090    -50 -15976
   1096    -38 -15930
   1142    -30 -15920
   1108    -60 -15946
   1112    -78 -15932
   1138    -52 -15948
   1072    -52 -15970
   1084    -46 -15996
   1136    -60 -15948
   1120    -58 -15944
   1114    -66 -15974
   1108    -44 -15926
   1108    -52 -15946
   1102    -60 -15986
   1120    -56 -15924
   1104    -64 -15952
   1122    -60 -15926
   1118    -18 -15976
   1138    -40 -15972
   1112    -60 -15958
   1118    -60 -15970
   1096    -52 -15926
   1094    -56 -15926
   1108    -76 -15984
   1112    -66 -15916
   1134    -42 -16008
   1118    -40 -15972
   1128    -24 -15912
   1090    -54 -15970
   1126    -18 -15994
   1172    -26 -15964
   1088    -42 -15984
   1114    -44 -15970
   1124    -54 -15926
   1114    -60 -15944
   1118    -48 -15952
   1098    -54 -15996
   1104    -62 -15988
   1114    -58 -15992
   1064    -56 -15954
   1104    -54 -15942
   1110    -56 -15912
   1118    -54 -15946
   1112    -44 -15980
   1078    -32 -15958
   1118    -54 -15992
   1118    -76 -15978
   1110    -64 -16004
   1120    -56 -15940
   1132    -56 -15928
   1114    -22 -16008
   1120    -68 -15872
   1098    -76 -15960
   1126    -52 -15928
   1132    -10 -15914
   1114    -42 -15970
   1118    -26 -15936
   1110    -24 -15938
   1092    -32 -15972
   1102    -52 -15990
   1106    -42 -15954
   1106    -28 -16006
   1082    -76 -15904
   1102    -24 -15956
   1082    -40 -15960
   1126    -60 -15960
   1140    -60 -15956
   1100    -66 -15948
   1106    -48 -15944
   1136    -20 -15916
   1116    -28 -15986
   1132    -58 -15918
   1124    -58 -15926
   1138    -52 -15980
   1092    -32 -15976
   1118    -40 -15946
   1066    -22 -15944
   1098    -30 -15940
   1084    -36 -15952
   1096    -50 -15938
   1064    -62 -15934
   1114    -46 -15978
   1092    -54 -15980
   1106    -44 -15974
   1156    -64 -15954
   1100    -62 -15974
   1134    -82 -15972
   1136    -86 -15952
   1118    -56 -15946
   1102    -70 -15946
   1102    -62 -15946
   1132    -40 -15976
   1114    -56 -15964
   1116    -46 -15952
   1106    -62 -15998
   1110    -38 -15978
   1134    -50 -15966
   1096    -66 -15980
   1090    -36 -15954
   1112    -54 -16010
   1114    -28 -15938
   1108    -42 -15958
   1124    -34 -15932
   1124    -62 -15964
   1098    -60 -16014
   1094    -90 -16006
   1128    -48 -15960
   1104    -66 -15870
   1096    -48 -15940
   1114    -36 -15972
