 -14338   -134    462
 -15348   -154    466
 -15450   -156    426
 -15410   -122    418
 -15448   -152    458
 -15396   -182    376
 -15428   -108    448
 -15438   -140    488
 -15402   -126    430
 -15394   -196    434
 -15478   -154    396
 -15418   -144    408
 -15464   -138    450
 -15444   -120    392
 -15412   -158    428
 -15436   -134    476
 -15378   -132    468
 -15416   -130    454
 -15390   -114    480
 -15414   -144    448
 -15432   -136    458
 -15472   -150    408
 -15388   -116    516
 -15456   -168    438
 -15362   -156    440
 -15428   -164    424
 -15420   -120    482
 -15458    -98    460
 -15452   -138    450
 -15484   -136    476
 -15418   -134    456
 -15444   -146    424
 -15408   -132    448
 -15420   -140    448
 -15432   -158    448
 -15414   -178    440
 -15420   -144    418
 -15422   -140    422
 -15460   -128    470
 -15466   -162    454
 -15440   -116    442
 -15440   -132    482
 -15394   -138    476
 -15424   -116    486
 -15418   -116    424
 -15424   -106    436
 -15416   -138    422
 -15458   -158    422
 -15404   -168    452
 -15430   -148    464
 -15430   -126    422
 -15426   -114    428
 -15416   -116    486
 -15408   -130    432
 -15410   -142    478
 -15410   -134    448
 -15448   -152    408
 -15414   -118    444
 -15428   -178    498
 -15440   -154    468
 -15394   -130    436
 -15388   -104    458
 -15412   -142    454
 -15434   -134    468
 -15410   -164    442
 -15434   -118    440
 -15418    -98    454
 -15416   -124    466
 -15438   -148    480
 -15432   -154    444
 -15444   -130    438
 -15434   -160    490
 -15422   -164    468
 -15430   -142    412
 -15398   -126    438
 -15422   -116    480
 -15436   -144    418
 -15390   -148    468
 -15434   -118    432
 -15400   -168    488
 -15394   -138    410
 -15428   -134    420
 -15412   -134    422
 -15434   -162    472
 -15436   -122    412
 -15416   -138    430
 -15430   -146    446
 -15446   -118    492
 -15422   -144    406
 -15424   -148    434
 -15422   -152    456
 -15446   -114    474
 -15436   -132    458
 -15470   -142    400
 -15428   -120    436
 -15426   -138    438
 -15400   -158    458
 -15438   -126    466
 -15452   -154    468
 -15458   -178    428
 -15396    -98    446
 -15406   -140    432
 -15400   -152    450
 -15424   -128    442
 -15448   -114    412
 -15426   -132    470
 -15430   -116    444
 -15408   -138    436
 -15434   -154    458
 -15390   -120    436
 -15442   -132    466
 -15462   -148    488
 -15398   -148    456
 -15432   -158    472
 -15404   -122    476
 -15426   -134    450
 -15450   -138    410
 -15424   -168    426
 -15422   -138    432
 -15448   -144    440
 -15434   -154    506
 -15414   -136    466
 -15412   -142    448
 -15432   -148    440
 -15444   -126    514
 -15408   -112    426
 -15420   -112    414
 -15448   -148    462
 -15414   -118    416
 -15458    -92    452
 -15422   -134    458
 -15412   -136    470
 -15432   -116    458
 -15400   -146    458
 -15370   -128    408
 -15438   -144    396
 -15382   -126    424
 -15426   -156    430
 -15434   -146    398
 -15472   -158    448
 -15460   -154    458
 -15426   -130    472
 -15454   -136    468
 -15424   -130    450
 -15442   -156    432
 -15436   -100    500
 -15432   -118    446
 -15426   -136    472
 -15474   -144    434
 -15410   -154    434
 -15412   -136    398
 -15428   -144    416
 -15398   -134    458
 -15380   -150    482
 -15440   -126    422
 -15408   -122    410
 -15452   -154    470
 -15432   -136    432
 -15426   -120    422
 -15416   -138    432
 -15408   -150    444
 -15448   -140    402
 -15424   -136    424
 -15424   -148    424
 -15430   -112    456
 -15406   -154    454
 -15424   -138    450
 -15392   -146    484
 -15424   -150    374
 -15432   -122    456
 -15408   -120    430
 -15404   -122    456
 -15426   -146    454
 -15430   -114    434
 -15422   -114    414
 -15438   -130    440
 -15428   -102    390
 -15424   -130    418
 -15438   -142    452
 -15432   -138    478
 -15444   -148    464
 -15428   -124    474
 -15442   -136    472
 -15426   -134    464
 -15388   -116    442
 -15430   -166    474
 -15418   -120    410
 -15410   -150    420
 -15448   -132    408
 -15376   -144    482
 -15442   -130    522
 -15440   -116    484
 -15404   -134    454
 -15430   -140    418
 -15448   -144    452
 -15444   -108    432
 -15444   -102    446
 -15380   -136    468
 -15426   -126    456
 -15414   -108    436
 -15454   -152    414
 -15422   -118    424
 -15464   -128    428
 -15418   -138    460
 -15420   -156    448
 -15440   -148    454
 -15436   -138    448
 -15448   -142    456
 -15402   -134    438
 -15424   -134    478
